,resultId,raceId,name,year,circuitId,driverId,constructorId,starting_position,finishing_status,train_test,ending_position
21102,21099,854,Singapore Grand Prix,2011,15,67,5,14,1,1,12
21103,21100,854,Singapore Grand Prix,2011,15,22,3,12,1,1,13
21104,21101,854,Singapore Grand Prix,2011,15,155,15,17,1,1,14
21105,21102,854,Singapore Grand Prix,2011,15,811,4,15,1,1,15
21106,21103,854,Singapore Grand Prix,2011,15,5,205,19,1,1,16
21107,21104,854,Singapore Grand Prix,2011,15,808,4,18,1,1,17
21108,21105,854,Singapore Grand Prix,2011,15,816,166,22,1,1,18
21109,21106,854,Singapore Grand Prix,2011,15,817,164,23,1,1,19
21110,21107,854,Singapore Grand Prix,2011,15,24,164,24,1,1,20
21111,21108,854,Singapore Grand Prix,2011,15,153,5,16,2,1,21
21112,21109,854,Singapore Grand Prix,2011,15,15,205,20,2,1,0
21113,21110,854,Singapore Grand Prix,2011,15,30,131,8,2,1,0
21114,21111,854,Singapore Grand Prix,2011,15,10,166,21,2,1,0
21115,21112,855,Japanese Grand Prix,2011,22,18,1,2,1,1,1
21116,21113,855,Japanese Grand Prix,2011,22,4,6,5,1,1,2
21117,21114,855,Japanese Grand Prix,2011,22,20,9,1,1,1,3
21118,21115,855,Japanese Grand Prix,2011,22,17,9,6,1,1,4
21119,21116,855,Japanese Grand Prix,2011,22,1,1,3,1,1,5
21120,21117,855,Japanese Grand Prix,2011,22,30,131,8,1,1,6
21121,21118,855,Japanese Grand Prix,2011,22,13,6,4,1,1,7
21122,21119,855,Japanese Grand Prix,2011,22,815,15,17,1,1,8
21123,21120,855,Japanese Grand Prix,2011,22,808,4,10,1,1,9
21124,21121,855,Japanese Grand Prix,2011,22,3,131,23,1,1,10
21125,21122,855,Japanese Grand Prix,2011,22,16,10,11,1,1,11
21126,21123,855,Japanese Grand Prix,2011,22,814,10,12,1,1,12
21127,21124,855,Japanese Grand Prix,2011,22,155,15,7,1,1,13
21128,21125,855,Japanese Grand Prix,2011,22,813,3,14,1,1,14
21129,21126,855,Japanese Grand Prix,2011,22,153,5,16,1,1,15
21130,21127,855,Japanese Grand Prix,2011,22,811,4,9,1,1,16
21131,21128,855,Japanese Grand Prix,2011,22,22,3,13,1,1,17
21132,21129,855,Japanese Grand Prix,2011,22,5,205,18,1,1,18
21133,21130,855,Japanese Grand Prix,2011,22,15,205,19,1,1,19
21134,21131,855,Japanese Grand Prix,2011,22,10,166,21,1,1,20
21135,21132,855,Japanese Grand Prix,2011,22,816,166,20,1,1,21
21136,21133,855,Japanese Grand Prix,2011,22,817,164,22,1,1,22
21137,21134,855,Japanese Grand Prix,2011,22,24,164,24,1,1,23
21138,21135,855,Japanese Grand Prix,2011,22,67,5,15,2,1,0
21139,21136,856,Korean Grand Prix,2011,35,20,9,2,1,1,1
21140,21137,856,Korean Grand Prix,2011,35,1,1,1,1,1,2
21141,21138,856,Korean Grand Prix,2011,35,17,9,4,1,1,3
21142,21139,856,Korean Grand Prix,2011,35,18,1,3,1,1,4
21143,21140,856,Korean Grand Prix,2011,35,4,6,6,1,1,5
21144,21141,856,Korean Grand Prix,2011,35,13,6,5,1,1,6
21145,21142,856,Korean Grand Prix,2011,35,153,5,11,1,1,7
21146,21143,856,Korean Grand Prix,2011,35,3,131,7,1,1,8
21147,21144,856,Korean Grand Prix,2011,35,67,5,13,1,1,9
21148,21145,856,Korean Grand Prix,2011,35,814,10,9,1,1,10
21149,21146,856,Korean Grand Prix,2011,35,16,10,10,1,1,11
21150,21147,856,Korean Grand Prix,2011,35,22,3,18,1,1,12
21151,21148,856,Korean Grand Prix,2011,35,811,4,15,1,1,13
21152,21149,856,Korean Grand Prix,2011,35,5,205,19,1,1,14
21153,21150,856,Korean Grand Prix,2011,35,155,15,14,1,1,15
21154,21151,856,Korean Grand Prix,2011,35,815,15,17,1,1,16
21155,21152,856,Korean Grand Prix,2011,35,15,205,20,1,1,17
21156,21153,856,Korean Grand Prix,2011,35,10,166,21,1,1,18
21157,21154,856,Korean Grand Prix,2011,35,817,164,24,1,1,19
21158,21155,856,Korean Grand Prix,2011,35,816,166,22,1,1,20
21159,21156,856,Korean Grand Prix,2011,35,24,164,23,1,1,21
21160,21157,856,Korean Grand Prix,2011,35,813,3,16,2,1,0
21161,21158,856,Korean Grand Prix,2011,35,808,4,8,2,1,0
21162,21159,856,Korean Grand Prix,2011,35,30,131,12,2,1,0
21163,21160,857,Indian Grand Prix,2011,68,20,9,1,1,1,1
21164,21161,857,Indian Grand Prix,2011,68,18,1,4,1,1,2
21165,21162,857,Indian Grand Prix,2011,68,4,6,3,1,1,3
21166,21163,857,Indian Grand Prix,2011,68,17,9,2,1,1,4
21167,21164,857,Indian Grand Prix,2011,68,30,131,11,1,1,5
21168,21165,857,Indian Grand Prix,2011,68,3,131,7,1,1,6
21169,21166,857,Indian Grand Prix,2011,68,1,1,5,1,1,7
21170,21167,857,Indian Grand Prix,2011,68,153,5,10,1,1,8
21171,21168,857,Indian Grand Prix,2011,68,16,10,8,1,1,9
21172,21169,857,Indian Grand Prix,2011,68,815,15,20,1,1,10
21173,21170,857,Indian Grand Prix,2011,68,808,4,16,1,1,11
21174,21171,857,Indian Grand Prix,2011,68,811,4,14,1,1,12
21175,21172,857,Indian Grand Prix,2011,68,814,10,12,1,1,13
21176,21173,857,Indian Grand Prix,2011,68,5,205,18,1,1,14
21177,21174,857,Indian Grand Prix,2011,68,22,3,15,1,1,15
21178,21175,857,Indian Grand Prix,2011,68,816,166,21,1,1,16
21179,21176,857,Indian Grand Prix,2011,68,39,164,24,1,1,17
21180,21177,857,Indian Grand Prix,2011,68,817,164,23,1,1,18
21181,21178,857,Indian Grand Prix,2011,68,15,205,19,1,1,19
21182,21179,857,Indian Grand Prix,2011,68,13,6,6,2,1,0
21183,21180,857,Indian Grand Prix,2011,68,67,5,9,2,1,0
21184,21181,857,Indian Grand Prix,2011,68,813,3,13,2,1,0
21185,21182,857,Indian Grand Prix,2011,68,10,166,22,2,1,0
21186,21183,857,Indian Grand Prix,2011,68,155,15,17,2,1,0
21187,21184,858,Abu Dhabi Grand Prix,2011,24,1,1,2,1,1,1
21188,21185,858,Abu Dhabi Grand Prix,2011,24,4,6,5,1,1,2
21189,21186,858,Abu Dhabi Grand Prix,2011,24,18,1,3,1,1,3
21190,21187,858,Abu Dhabi Grand Prix,2011,24,17,9,4,1,1,4
21191,21188,858,Abu Dhabi Grand Prix,2011,24,13,6,6,1,1,5
21192,21189,858,Abu Dhabi Grand Prix,2011,24,3,131,7,1,1,6
21193,21190,858,Abu Dhabi Grand Prix,2011,24,30,131,8,1,1,7
21194,21191,858,Abu Dhabi Grand Prix,2011,24,16,10,9,1,1,8
21195,21192,858,Abu Dhabi Grand Prix,2011,24,814,10,10,1,1,9
21196,21193,858,Abu Dhabi Grand Prix,2011,24,155,15,16,1,1,10
21197,21194,858,Abu Dhabi Grand Prix,2011,24,815,15,11,1,1,11
21198,21195,858,Abu Dhabi Grand Prix,2011,24,22,3,24,1,1,12
21199,21196,858,Abu Dhabi Grand Prix,2011,24,808,4,12,1,1,13
21200,21197,858,Abu Dhabi Grand Prix,2011,24,813,3,23,1,1,14
21201,21198,858,Abu Dhabi Grand Prix,2011,24,153,5,15,1,1,15
21202,21199,858,Abu Dhabi Grand Prix,2011,24,811,4,14,1,1,16
21203,21200,858,Abu Dhabi Grand Prix,2011,24,5,205,17,1,1,17
21204,21201,858,Abu Dhabi Grand Prix,2011,24,15,205,18,1,1,18
21205,21202,858,Abu Dhabi Grand Prix,2011,24,10,166,19,1,1,19
21206,21203,858,Abu Dhabi Grand Prix,2011,24,24,164,22,1,1,20
21207,21204,858,Abu Dhabi Grand Prix,2011,24,817,164,20,2,1,0
21208,21205,858,Abu Dhabi Grand Prix,2011,24,67,5,13,2,1,0
21209,21206,858,Abu Dhabi Grand Prix,2011,24,816,166,21,2,1,0
21210,21207,858,Abu Dhabi Grand Prix,2011,24,20,9,1,2,1,0
21211,21208,859,Brazilian Grand Prix,2011,18,17,9,2,1,1,1
21212,21209,859,Brazilian Grand Prix,2011,18,20,9,1,1,1,2
21213,21210,859,Brazilian Grand Prix,2011,18,18,1,3,1,1,3
21214,21211,859,Brazilian Grand Prix,2011,18,4,6,5,1,1,4
21215,21212,859,Brazilian Grand Prix,2011,18,13,6,7,1,1,5
21216,21213,859,Brazilian Grand Prix,2011,18,16,10,8,1,1,6
21217,21214,859,Brazilian Grand Prix,2011,18,3,131,6,1,1,7
21218,21215,859,Brazilian Grand Prix,2011,18,814,10,11,1,1,8
21219,21216,859,Brazilian Grand Prix,2011,18,155,15,16,1,1,9
21220,21217,859,Brazilian Grand Prix,2011,18,808,4,15,1,1,10
21221,21218,859,Brazilian Grand Prix,2011,18,153,5,13,1,1,11
21222,21219,859,Brazilian Grand Prix,2011,18,67,5,14,1,1,12
21223,21220,859,Brazilian Grand Prix,2011,18,815,15,17,1,1,13
21224,21221,859,Brazilian Grand Prix,2011,18,22,3,12,1,1,14
21225,21222,859,Brazilian Grand Prix,2011,18,30,131,10,1,1,15
21226,21223,859,Brazilian Grand Prix,2011,18,5,205,19,1,1,16
21227,21224,859,Brazilian Grand Prix,2011,18,811,4,9,1,1,17
21228,21225,859,Brazilian Grand Prix,2011,18,15,205,20,1,1,18
21229,21226,859,Brazilian Grand Prix,2011,18,816,166,23,1,1,19
21230,21227,859,Brazilian Grand Prix,2011,18,817,164,22,1,1,20
21231,21228,859,Brazilian Grand Prix,2011,18,24,164,21,2,1,0
21232,21229,859,Brazilian Grand Prix,2011,18,1,1,4,2,1,0
21233,21230,859,Brazilian Grand Prix,2011,18,813,3,18,2,1,0
21234,21231,859,Brazilian Grand Prix,2011,18,10,166,24,2,1,0
21235,21232,860,Australian Grand Prix,2012,1,18,1,2,1,1,1
21236,21233,860,Australian Grand Prix,2012,1,20,9,6,1,1,2
21237,21234,860,Australian Grand Prix,2012,1,1,1,1,1,1,3
21238,21235,860,Australian Grand Prix,2012,1,17,9,5,1,1,4
21239,21236,860,Australian Grand Prix,2012,1,4,6,12,1,1,5
21240,21237,860,Australian Grand Prix,2012,1,155,15,13,1,1,6
21241,21238,860,Australian Grand Prix,2012,1,8,208,17,1,1,7
21242,21239,860,Australian Grand Prix,2012,1,815,15,22,1,1,8
21243,21240,860,Australian Grand Prix,2012,1,817,5,10,1,1,9
21244,21241,860,Australian Grand Prix,2012,1,814,10,15,1,1,10
21245,21242,860,Australian Grand Prix,2012,1,818,5,11,1,1,11
21246,21243,860,Australian Grand Prix,2012,1,3,131,7,1,1,12
21247,21244,860,Australian Grand Prix,2012,1,813,3,8,2,1,13
21248,21245,860,Australian Grand Prix,2012,1,10,206,20,1,1,14
21249,21246,860,Australian Grand Prix,2012,1,819,206,21,1,1,15
21250,21247,860,Australian Grand Prix,2012,1,811,3,14,2,1,16
21251,21248,860,Australian Grand Prix,2012,1,13,6,16,2,1,0
21252,21249,860,Australian Grand Prix,2012,1,5,207,18,2,1,0
21253,21250,860,Australian Grand Prix,2012,1,808,207,19,2,1,0
21254,21251,860,Australian Grand Prix,2012,1,30,131,4,2,1,0
21255,21252,860,Australian Grand Prix,2012,1,154,208,3,2,1,0
21256,21253,860,Australian Grand Prix,2012,1,807,10,9,2,1,0
21257,21254,860,Australian Grand Prix,2012,1,37,164,0,2,1,0
21258,21255,860,Australian Grand Prix,2012,1,39,164,0,2,1,0
21259,21256,861,Malaysian Grand Prix,2012,2,4,6,8,1,1,1
21260,21257,861,Malaysian Grand Prix,2012,2,815,15,9,1,1,2
21261,21258,861,Malaysian Grand Prix,2012,2,1,1,1,1,1,3
21262,21259,861,Malaysian Grand Prix,2012,2,17,9,4,1,1,4
21263,21260,861,Malaysian Grand Prix,2012,2,8,208,10,1,1,5
21264,21261,861,Malaysian Grand Prix,2012,2,811,3,13,1,1,6
21265,21262,861,Malaysian Grand Prix,2012,2,814,10,14,1,1,7
21266,21263,861,Malaysian Grand Prix,2012,2,818,5,18,1,1,8
21267,21264,861,Malaysian Grand Prix,2012,2,807,10,16,1,1,9
21268,21265,861,Malaysian Grand Prix,2012,2,30,131,3,1,1,10
21269,21266,861,Malaysian Grand Prix,2012,2,20,9,5,1,1,11
21270,21267,861,Malaysian Grand Prix,2012,2,817,5,15,1,1,12
21271,21268,861,Malaysian Grand Prix,2012,2,3,131,7,1,1,13
21272,21269,861,Malaysian Grand Prix,2012,2,18,1,2,1,1,14
21273,21270,861,Malaysian Grand Prix,2012,2,13,6,12,1,1,15
21274,21271,861,Malaysian Grand Prix,2012,2,808,207,19,1,1,16
21275,21272,861,Malaysian Grand Prix,2012,2,10,206,20,1,1,17
21276,21273,861,Malaysian Grand Prix,2012,2,5,207,24,1,1,18
21277,21274,861,Malaysian Grand Prix,2012,2,813,3,11,2,1,19
21278,21275,861,Malaysian Grand Prix,2012,2,819,206,21,1,1,20
21279,21276,861,Malaysian Grand Prix,2012,2,39,164,23,1,1,21
21280,21277,861,Malaysian Grand Prix,2012,2,37,164,22,1,1,22
21281,21278,861,Malaysian Grand Prix,2012,2,155,15,17,2,1,0
21282,21279,861,Malaysian Grand Prix,2012,2,154,208,6,2,1,0
21283,21280,862,Chinese Grand Prix,2012,17,3,131,1,1,1,1
21284,21281,862,Chinese Grand Prix,2012,17,18,1,5,1,1,2
21285,21282,862,Chinese Grand Prix,2012,17,1,1,7,1,1,3
21286,21283,862,Chinese Grand Prix,2012,17,17,9,6,1,1,4
21287,21284,862,Chinese Grand Prix,2012,17,20,9,11,1,1,5
21288,21285,862,Chinese Grand Prix,2012,17,154,208,10,1,1,6
21289,21286,862,Chinese Grand Prix,2012,17,811,3,14,1,1,7
21290,21287,862,Chinese Grand Prix,2012,17,813,3,13,1,1,8
21291,21288,862,Chinese Grand Prix,2012,17,4,6,9,1,1,9
21292,21289,862,Chinese Grand Prix,2012,17,155,15,3,1,1,10
21293,21290,862,Chinese Grand Prix,2012,17,815,15,8,1,1,11
21294,21291,862,Chinese Grand Prix,2012,17,814,10,15,1,1,12
21295,21292,862,Chinese Grand Prix,2012,17,13,6,12,1,1,13
21296,21293,862,Chinese Grand Prix,2012,17,8,208,4,1,1,14
21297,21294,862,Chinese Grand Prix,2012,17,807,10,16,1,1,15
21298,21295,862,Chinese Grand Prix,2012,17,818,5,24,1,1,16
21299,21296,862,Chinese Grand Prix,2012,17,817,5,17,1,1,17
21300,21297,862,Chinese Grand Prix,2012,17,808,207,19,1,1,18
21301,21298,862,Chinese Grand Prix,2012,17,10,206,20,1,1,19
21302,21299,862,Chinese Grand Prix,2012,17,819,206,21,1,1,20
21303,21300,862,Chinese Grand Prix,2012,17,37,164,22,1,1,21
21304,21301,862,Chinese Grand Prix,2012,17,39,164,23,1,1,22
21305,21302,862,Chinese Grand Prix,2012,17,5,207,18,1,1,23
21306,21303,862,Chinese Grand Prix,2012,17,30,131,2,2,1,0
21307,21304,863,Bahrain Grand Prix,2012,3,20,9,1,1,1,1
21308,21305,863,Bahrain Grand Prix,2012,3,8,208,11,1,1,2
21309,21306,863,Bahrain Grand Prix,2012,3,154,208,7,1,1,3
21310,21307,863,Bahrain Grand Prix,2012,3,17,9,3,1,1,4
21311,21308,863,Bahrain Grand Prix,2012,3,3,131,5,1,1,5
21312,21309,863,Bahrain Grand Prix,2012,3,814,10,10,1,1,6
21313,21310,863,Bahrain Grand Prix,2012,3,4,6,9,1,1,7
21314,21311,863,Bahrain Grand Prix,2012,3,1,1,2,1,1,8
21315,21312,863,Bahrain Grand Prix,2012,3,13,6,14,1,1,9
21316,21313,863,Bahrain Grand Prix,2012,3,30,131,22,1,1,10
21317,21314,863,Bahrain Grand Prix,2012,3,815,15,8,1,1,11
21318,21315,863,Bahrain Grand Prix,2012,3,807,10,13,1,1,12
21319,21316,863,Bahrain Grand Prix,2012,3,155,15,12,1,1,13
21320,21317,863,Bahrain Grand Prix,2012,3,818,5,17,1,1,14
21321,21318,863,Bahrain Grand Prix,2012,3,817,5,6,1,1,15
21322,21319,863,Bahrain Grand Prix,2012,3,808,207,18,1,1,16
21323,21320,863,Bahrain Grand Prix,2012,3,5,207,16,1,1,17
21324,21321,863,Bahrain Grand Prix,2012,3,18,1,4,2,1,18
21325,21322,863,Bahrain Grand Prix,2012,3,10,206,23,1,1,19
21326,21323,863,Bahrain Grand Prix,2012,3,37,164,20,1,1,20
21327,21324,863,Bahrain Grand Prix,2012,3,39,164,24,1,1,21
21328,21325,863,Bahrain Grand Prix,2012,3,811,3,15,2,1,22
21329,21326,863,Bahrain Grand Prix,2012,3,813,3,21,2,1,0
21330,21327,863,Bahrain Grand Prix,2012,3,819,206,19,2,1,0
21331,21328,864,Spanish Grand Prix,2012,4,813,3,1,1,1,1
21332,21329,864,Spanish Grand Prix,2012,4,4,6,2,1,1,2
21333,21330,864,Spanish Grand Prix,2012,4,8,208,4,1,1,3
21334,21331,864,Spanish Grand Prix,2012,4,154,208,3,1,1,4
21335,21332,864,Spanish Grand Prix,2012,4,155,15,9,1,1,5
21336,21333,864,Spanish Grand Prix,2012,4,20,9,7,1,1,6
21337,21334,864,Spanish Grand Prix,2012,4,3,131,6,1,1,7
21338,21335,864,Spanish Grand Prix,2012,4,1,1,24,1,1,8
21339,21336,864,Spanish Grand Prix,2012,4,18,1,10,1,1,9
21340,21337,864,Spanish Grand Prix,2012,4,807,10,13,1,1,10
21341,21338,864,Spanish Grand Prix,2012,4,17,9,11,1,1,11
21342,21339,864,Spanish Grand Prix,2012,4,818,5,14,1,1,12
21343,21340,864,Spanish Grand Prix,2012,4,817,5,15,1,1,13
21344,21341,864,Spanish Grand Prix,2012,4,814,10,12,1,1,14
21345,21342,864,Spanish Grand Prix,2012,4,13,6,16,1,1,15
21346,21343,864,Spanish Grand Prix,2012,4,5,207,19,1,1,16
21347,21344,864,Spanish Grand Prix,2012,4,808,207,18,1,1,17
21348,21345,864,Spanish Grand Prix,2012,4,10,206,21,1,1,18
21349,21346,864,Spanish Grand Prix,2012,4,37,164,22,1,1,19
21350,21347,864,Spanish Grand Prix,2012,4,815,15,5,2,1,0
21351,21348,864,Spanish Grand Prix,2012,4,819,206,20,2,1,0
21352,21349,864,Spanish Grand Prix,2012,4,39,164,23,2,1,0
21353,21350,864,Spanish Grand Prix,2012,4,811,3,17,2,1,0
21354,21351,864,Spanish Grand Prix,2012,4,30,131,8,2,1,0
21355,21352,865,Monaco Grand Prix,2012,6,17,9,1,1,1,1
21356,21353,865,Monaco Grand Prix,2012,6,3,131,2,1,1,2
21357,21354,865,Monaco Grand Prix,2012,6,4,6,5,1,1,3
21358,21355,865,Monaco Grand Prix,2012,6,20,9,9,1,1,4
21359,21356,865,Monaco Grand Prix,2012,6,1,1,3,1,1,5
21360,21357,865,Monaco Grand Prix,2012,6,13,6,7,1,1,6
21361,21358,865,Monaco Grand Prix,2012,6,814,10,14,1,1,7
21362,21359,865,Monaco Grand Prix,2012,6,807,10,10,1,1,8
21363,21360,865,Monaco Grand Prix,2012,6,8,208,8,1,1,9
21364,21361,865,Monaco Grand Prix,2012,6,811,3,13,1,1,10
21365,21362,865,Monaco Grand Prix,2012,6,815,15,23,1,1,11
21366,21363,865,Monaco Grand Prix,2012,6,818,5,16,1,1,12
21367,21364,865,Monaco Grand Prix,2012,6,5,207,17,1,1,13
21368,21365,865,Monaco Grand Prix,2012,6,10,206,19,1,1,14
21369,21366,865,Monaco Grand Prix,2012,6,39,164,22,1,1,15
21370,21367,865,Monaco Grand Prix,2012,6,18,1,12,2,1,16
21371,21368,865,Monaco Grand Prix,2012,6,817,5,15,2,1,0
21372,21369,865,Monaco Grand Prix,2012,6,819,206,21,2,1,0
21373,21370,865,Monaco Grand Prix,2012,6,30,131,6,2,1,0
21374,21371,865,Monaco Grand Prix,2012,6,808,207,18,2,1,0
21375,21372,865,Monaco Grand Prix,2012,6,155,15,11,2,1,0
21376,21373,865,Monaco Grand Prix,2012,6,37,164,20,2,1,0
21377,21374,865,Monaco Grand Prix,2012,6,813,3,24,2,1,0
21378,21375,865,Monaco Grand Prix,2012,6,154,208,4,2,1,0
21379,21376,866,Canadian Grand Prix,2012,7,1,1,2,1,1,1
21380,21377,866,Canadian Grand Prix,2012,7,154,208,7,1,1,2
21381,21378,866,Canadian Grand Prix,2012,7,815,15,15,1,1,3
21382,21379,866,Canadian Grand Prix,2012,7,20,9,1,1,1,4
21383,21380,866,Canadian Grand Prix,2012,7,4,6,3,1,1,5
21384,21381,866,Canadian Grand Prix,2012,7,3,131,5,1,1,6
21385,21382,866,Canadian Grand Prix,2012,7,17,9,4,1,1,7
21386,21383,866,Canadian Grand Prix,2012,7,8,208,12,1,1,8
21387,21384,866,Canadian Grand Prix,2012,7,155,15,11,1,1,9
21388,21385,866,Canadian Grand Prix,2012,7,13,6,6,1,1,10
21389,21386,866,Canadian Grand Prix,2012,7,814,10,8,1,1,11
21390,21387,866,Canadian Grand Prix,2012,7,807,10,13,1,1,12
21391,21388,866,Canadian Grand Prix,2012,7,813,3,22,1,1,13
21392,21389,866,Canadian Grand Prix,2012,7,817,5,14,1,1,14
21393,21390,866,Canadian Grand Prix,2012,7,818,5,19,1,1,15
21394,21391,866,Canadian Grand Prix,2012,7,18,1,10,1,1,16
21395,21392,866,Canadian Grand Prix,2012,7,811,3,16,1,1,17
21396,21393,866,Canadian Grand Prix,2012,7,5,207,17,1,1,18
21397,21394,866,Canadian Grand Prix,2012,7,808,207,18,1,1,19
21398,21395,866,Canadian Grand Prix,2012,7,819,206,23,1,1,20
21399,21396,866,Canadian Grand Prix,2012,7,10,206,21,2,1,21
21400,21397,866,Canadian Grand Prix,2012,7,30,131,9,2,1,0
21401,21398,866,Canadian Grand Prix,2012,7,37,164,20,2,1,0
21402,21399,866,Canadian Grand Prix,2012,7,39,164,24,2,1,0
21403,21400,867,European Grand Prix,2012,12,4,6,11,1,1,1
21404,21401,867,European Grand Prix,2012,12,8,208,5,1,1,2
21405,21402,867,European Grand Prix,2012,12,30,131,12,1,1,3
21406,21403,867,European Grand Prix,2012,12,17,9,19,1,1,4
21407,21404,867,European Grand Prix,2012,12,807,10,8,1,1,5
21408,21405,867,European Grand Prix,2012,12,3,131,6,1,1,6
21409,21406,867,European Grand Prix,2012,12,814,10,10,1,1,7
21410,21407,867,European Grand Prix,2012,12,18,1,9,1,1,8
21411,21408,867,European Grand Prix,2012,12,815,15,15,1,1,9
21412,21409,867,European Grand Prix,2012,12,811,3,14,1,1,10
21413,21410,867,European Grand Prix,2012,12,817,5,17,1,1,11
21414,21411,867,European Grand Prix,2012,12,813,3,3,1,1,12
21415,21412,867,European Grand Prix,2012,12,808,207,20,1,1,13
21416,21413,867,European Grand Prix,2012,12,5,207,16,1,1,14
21417,21414,867,European Grand Prix,2012,12,819,206,23,1,1,15
21418,21415,867,European Grand Prix,2012,12,13,6,13,1,1,16
21419,21416,867,European Grand Prix,2012,12,37,164,21,1,1,17
21420,21417,867,European Grand Prix,2012,12,39,164,22,1,1,18
21421,21418,867,European Grand Prix,2012,12,1,1,2,2,1,19
21422,21419,867,European Grand Prix,2012,12,154,208,4,2,1,0
21423,21420,867,European Grand Prix,2012,12,20,9,1,2,1,0
21424,21421,867,European Grand Prix,2012,12,155,15,7,2,1,0
21425,21422,867,European Grand Prix,2012,12,818,5,18,2,1,0
21426,21423,867,European Grand Prix,2012,12,10,206,0,2,1,0
21427,21424,868,British Grand Prix,2012,9,17,9,2,1,1,1
21428,21425,868,British Grand Prix,2012,9,4,6,1,1,1,2
21429,21426,868,British Grand Prix,2012,9,20,9,4,1,1,3
21430,21427,868,British Grand Prix,2012,9,13,6,5,1,1,4
21431,21428,868,British Grand Prix,2012,9,8,208,6,1,1,5
21432,21429,868,British Grand Prix,2012,9,154,208,9,1,1,6
21433,21430,868,British Grand Prix,2012,9,30,131,3,1,1,7
21434,21431,868,British Grand Prix,2012,9,1,1,8,1,1,8
21435,21432,868,British Grand Prix,2012,9,811,3,13,1,1,9
21436,21433,868,British Grand Prix,2012,9,18,1,16,1,1,10
21437,21434,868,British Grand Prix,2012,9,155,15,17,1,1,11
21438,21435,868,British Grand Prix,2012,9,807,10,14,1,1,12
21439,21436,868,British Grand Prix,2012,9,817,5,12,1,1,13
21440,21437,868,British Grand Prix,2012,9,818,5,23,1,1,14
21441,21438,868,British Grand Prix,2012,9,3,131,11,1,1,15
21442,21439,868,British Grand Prix,2012,9,813,3,7,1,1,16
21443,21440,868,British Grand Prix,2012,9,5,207,19,1,1,17
21444,21441,868,British Grand Prix,2012,9,10,206,20,1,1,18
21445,21442,868,British Grand Prix,2012,9,819,206,24,1,1,19
21446,21443,868,British Grand Prix,2012,9,37,164,21,1,1,20
21447,21444,868,British Grand Prix,2012,9,39,164,22,1,1,21
21448,21445,868,British Grand Prix,2012,9,815,15,15,2,1,0
21449,21446,868,British Grand Prix,2012,9,814,10,10,2,1,0
21450,21447,868,British Grand Prix,2012,9,808,207,18,2,1,0
21451,21448,869,German Grand Prix,2012,10,4,6,1,1,1,1
21452,21449,869,German Grand Prix,2012,10,18,1,6,1,1,2
21453,21450,869,German Grand Prix,2012,10,8,208,10,1,1,3
21454,21451,869,German Grand Prix,2012,10,155,15,12,1,1,4
21455,21452,869,German Grand Prix,2012,10,20,9,2,1,1,5
21456,21453,869,German Grand Prix,2012,10,815,15,17,1,1,6
21457,21454,869,German Grand Prix,2012,10,30,131,3,1,1,7
21458,21455,869,German Grand Prix,2012,10,17,9,8,1,1,8
21459,21456,869,German Grand Prix,2012,10,807,10,4,1,1,9
21460,21457,869,German Grand Prix,2012,10,3,131,21,1,1,10
21461,21458,869,German Grand Prix,2012,10,814,10,9,1,1,11
21462,21459,869,German Grand Prix,2012,10,13,6,13,1,1,12
21463,21460,869,German Grand Prix,2012,10,817,5,11,1,1,13
21464,21461,869,German Grand Prix,2012,10,818,5,15,1,1,14
21465,21462,869,German Grand Prix,2012,10,813,3,5,1,1,15
21466,21463,869,German Grand Prix,2012,10,808,207,18,1,1,16
21467,21464,869,German Grand Prix,2012,10,811,3,14,1,1,17
21468,21465,869,German Grand Prix,2012,10,154,208,19,1,1,18
21469,21466,869,German Grand Prix,2012,10,5,207,16,1,1,19
21470,21467,869,German Grand Prix,2012,10,819,206,20,1,1,20
21471,21468,869,German Grand Prix,2012,10,37,164,23,1,1,21
21472,21469,869,German Grand Prix,2012,10,10,206,22,1,1,22
21473,21470,869,German Grand Prix,2012,10,39,164,24,1,1,23
21474,21471,869,German Grand Prix,2012,10,1,1,7,1,1,0
21475,21472,870,Hungarian Grand Prix,2012,11,1,1,1,1,1,1
21476,21473,870,Hungarian Grand Prix,2012,11,8,208,5,1,1,2
21477,21474,870,Hungarian Grand Prix,2012,11,154,208,2,1,1,3
21478,21475,870,Hungarian Grand Prix,2012,11,20,9,3,1,1,4
21479,21476,870,Hungarian Grand Prix,2012,11,4,6,6,1,1,5
21480,21477,870,Hungarian Grand Prix,2012,11,18,1,4,1,1,6
21481,21478,870,Hungarian Grand Prix,2012,11,811,3,9,1,1,7
21482,21479,870,Hungarian Grand Prix,2012,11,17,9,11,1,1,8
21483,21480,870,Hungarian Grand Prix,2012,11,13,6,7,1,1,9
21484,21481,870,Hungarian Grand Prix,2012,11,3,131,13,1,1,10
21485,21482,870,Hungarian Grand Prix,2012,11,807,10,10,1,1,11
21486,21483,870,Hungarian Grand Prix,2012,11,814,10,12,1,1,12
21487,21484,870,Hungarian Grand Prix,2012,11,813,3,8,1,1,13
21488,21485,870,Hungarian Grand Prix,2012,11,815,15,14,1,1,14
21489,21486,870,Hungarian Grand Prix,2012,11,817,5,18,1,1,15
21490,21487,870,Hungarian Grand Prix,2012,11,818,5,16,1,1,16
21491,21488,870,Hungarian Grand Prix,2012,11,5,207,19,1,1,17
