,resultId,name,driverRef,constructorRef,Outcome,Bin,CL_Outcome,CL_Bin,SVM_Outcome,SVM_Bin,RNF_Outcome,RNF_Bin,NN_Outcome,NN_Bin
375,23757,Brazilian Grand Prix,stroll,williams,16,4,16,4,11,4,16,4,18,4
376,23758,Brazilian Grand Prix,brendon_hartley,toro_rosso,0,4,19,4,12,4,17,4,17,4
377,23759,Brazilian Grand Prix,ocon,force_india,0,4,11,4,10,3,18,4,6,2
378,23760,Brazilian Grand Prix,vandoorne,mclaren,0,4,12,4,8,3,19,4,11,4
379,23761,Brazilian Grand Prix,kevin_magnussen,haas,0,4,13,4,19,4,20,4,13,4
380,23762,Abu Dhabi Grand Prix,bottas,mercedes,1,1,3,1,3,1,2,1,6,2
381,23763,Abu Dhabi Grand Prix,hamilton,mercedes,2,1,1,1,1,1,1,1,1,1
382,23764,Abu Dhabi Grand Prix,vettel,ferrari,3,1,2,1,2,1,3,1,2,1
383,23765,Abu Dhabi Grand Prix,raikkonen,ferrari,4,2,4,2,4,2,4,2,5,2
384,23766,Abu Dhabi Grand Prix,max_verstappen,red_bull,5,2,6,2,11,4,5,2,4,2
385,23767,Abu Dhabi Grand Prix,hulkenberg,renault,6,2,7,3,9,3,6,2,10,3
386,23768,Abu Dhabi Grand Prix,perez,force_india,7,3,9,3,15,4,7,3,15,4
387,23769,Abu Dhabi Grand Prix,ocon,force_india,8,3,11,4,16,4,8,3,7,3
388,23770,Abu Dhabi Grand Prix,alonso,mclaren,9,3,10,3,7,3,9,3,8,3
389,23771,Abu Dhabi Grand Prix,massa,williams,10,3,8,3,6,2,10,3,16,4
390,23772,Abu Dhabi Grand Prix,grosjean,haas,11,4,14,4,20,4,11,4,13,4
391,23773,Abu Dhabi Grand Prix,vandoorne,mclaren,12,4,13,4,8,3,12,4,9,3
392,23774,Abu Dhabi Grand Prix,kevin_magnussen,haas,13,4,15,4,19,4,13,4,12,4
393,23775,Abu Dhabi Grand Prix,wehrlein,sauber,14,4,18,4,17,4,14,4,14,4
394,23776,Abu Dhabi Grand Prix,brendon_hartley,toro_rosso,15,4,20,4,12,4,15,4,20,4
395,23777,Abu Dhabi Grand Prix,gasly,toro_rosso,16,4,17,4,13,4,16,4,18,4
396,23778,Abu Dhabi Grand Prix,ericsson,sauber,17,4,19,4,18,4,17,4,19,4
397,23779,Abu Dhabi Grand Prix,stroll,williams,18,4,16,4,10,3,18,4,17,4
398,23780,Abu Dhabi Grand Prix,sainz,renault,0,4,12,4,14,4,19,4,11,4
399,23781,Abu Dhabi Grand Prix,ricciardo,red_bull,0,4,5,2,5,2,20,4,3,1
