,index,driverId,position,driverRef,nationality,country,homeWin
2830,22935,8,2.0,raikkonen,Finnish,Bahrain,No
2831,22936,1,3.0,hamilton,British,Bahrain,No
2832,22956,3,1.0,rosberg,German,China,No
2833,22957,20,2.0,vettel,German,China,No
2834,22958,826,3.0,kvyat,Russian,China,No
2835,22978,3,1.0,rosberg,German,Russia,No
2836,22979,1,2.0,hamilton,British,Russia,No
2837,22980,8,3.0,raikkonen,Finnish,Russia,No
2838,23000,830,1.0,max_verstappen,Dutch,Spain,No
2839,23001,8,2.0,raikkonen,Finnish,Spain,No
2840,23002,20,3.0,vettel,German,Spain,No
2841,23022,1,1.0,hamilton,British,Monaco,No
2842,23023,817,2.0,ricciardo,Australian,Monaco,No
2843,23024,815,3.0,perez,Mexican,Monaco,No
2844,23044,1,1.0,hamilton,British,Canada,No
2845,23045,20,2.0,vettel,German,Canada,No
2846,23046,822,3.0,bottas,Finnish,Canada,No
2847,23066,3,1.0,rosberg,German,Azerbaijan,No
2848,23067,20,2.0,vettel,German,Azerbaijan,No
2849,23068,815,3.0,perez,Mexican,Azerbaijan,No
2850,23088,1,1.0,hamilton,British,Austria,No
2851,23089,830,2.0,max_verstappen,Dutch,Austria,No
2852,23090,8,3.0,raikkonen,Finnish,Austria,No
2853,23110,1,1.0,hamilton,British,UK,Yes
2854,23111,830,2.0,max_verstappen,Dutch,UK,No
2855,23112,3,3.0,rosberg,German,UK,No
2856,23132,1,1.0,hamilton,British,Hungary,No
2857,23133,3,2.0,rosberg,German,Hungary,No
2858,23134,817,3.0,ricciardo,Australian,Hungary,No
2859,23154,1,1.0,hamilton,British,Germany,No
2860,23155,817,2.0,ricciardo,Australian,Germany,No
2861,23156,830,3.0,max_verstappen,Dutch,Germany,No
2862,23176,3,1.0,rosberg,German,Belgium,No
2863,23177,817,2.0,ricciardo,Australian,Belgium,No
2864,23178,1,3.0,hamilton,British,Belgium,No
2865,23198,3,1.0,rosberg,German,Italy,No
2866,23199,1,2.0,hamilton,British,Italy,No
2867,23200,20,3.0,vettel,German,Italy,No
2868,23220,3,1.0,rosberg,German,Singapore,No
2869,23221,817,2.0,ricciardo,Australian,Singapore,No
2870,23222,1,3.0,hamilton,British,Singapore,No
2871,23242,817,1.0,ricciardo,Australian,Malaysia,No
2872,23243,830,2.0,max_verstappen,Dutch,Malaysia,No
2873,23244,3,3.0,rosberg,German,Malaysia,No
2874,23264,3,1.0,rosberg,German,Japan,No
2875,23265,830,2.0,max_verstappen,Dutch,Japan,No
2876,23266,1,3.0,hamilton,British,Japan,No
2877,23286,1,1.0,hamilton,British,USA,No
2878,23287,3,2.0,rosberg,German,USA,No
2879,23288,817,3.0,ricciardo,Australian,USA,No
2880,23308,1,1.0,hamilton,British,Mexico,No
2881,23309,3,2.0,rosberg,German,Mexico,No
2882,23310,817,3.0,ricciardo,Australian,Mexico,No
2883,23330,1,1.0,hamilton,British,Brazil,No
2884,23331,3,2.0,rosberg,German,Brazil,No
2885,23332,830,3.0,max_verstappen,Dutch,Brazil,No
2886,23352,1,1.0,hamilton,British,UAE,No
2887,23353,3,2.0,rosberg,German,UAE,No
2888,23354,20,3.0,vettel,German,UAE,No
2889,23374,20,1.0,vettel,German,Australia,No
2890,23375,1,2.0,hamilton,British,Australia,No
2891,23376,822,3.0,bottas,Finnish,Australia,No
2892,23394,1,1.0,hamilton,British,China,No
2893,23395,20,2.0,vettel,German,China,No
2894,23396,830,3.0,max_verstappen,Dutch,China,No
2895,23414,20,1.0,vettel,German,Bahrain,No
2896,23415,1,2.0,hamilton,British,Bahrain,No
2897,23416,822,3.0,bottas,Finnish,Bahrain,No
2898,23434,822,1.0,bottas,Finnish,Russia,No
2899,23435,20,2.0,vettel,German,Russia,No
2900,23436,8,3.0,raikkonen,Finnish,Russia,No
2901,23454,1,1.0,hamilton,British,Spain,No
2902,23455,20,2.0,vettel,German,Spain,No
2903,23456,817,3.0,ricciardo,Australian,Spain,No
2904,23474,20,1.0,vettel,German,Monaco,No
2905,23475,8,2.0,raikkonen,Finnish,Monaco,No
2906,23476,817,3.0,ricciardo,Australian,Monaco,No
2907,23494,1,1.0,hamilton,British,Canada,No
2908,23495,822,2.0,bottas,Finnish,Canada,No
2909,23496,817,3.0,ricciardo,Australian,Canada,No
2910,23514,817,1.0,ricciardo,Australian,Azerbaijan,No
2911,23515,822,2.0,bottas,Finnish,Azerbaijan,No
2912,23516,840,3.0,stroll,Canadian,Azerbaijan,No
2913,23537,822,1.0,bottas,Finnish,Austria,No
2914,23538,20,2.0,vettel,German,Austria,No
2915,23539,817,3.0,ricciardo,Australian,Austria,No
2916,23557,1,1.0,hamilton,British,UK,Yes
2917,23558,822,2.0,bottas,Finnish,UK,No
2918,23559,8,3.0,raikkonen,Finnish,UK,No
2919,23577,20,1.0,vettel,German,Hungary,No
2920,23578,8,2.0,raikkonen,Finnish,Hungary,No
2921,23579,822,3.0,bottas,Finnish,Hungary,No
2922,23597,1,1.0,hamilton,British,Belgium,No
2923,23598,20,2.0,vettel,German,Belgium,No
2924,23599,817,3.0,ricciardo,Australian,Belgium,No
2925,23617,1,1.0,hamilton,British,Italy,No
2926,23618,822,2.0,bottas,Finnish,Italy,No
2927,23619,20,3.0,vettel,German,Italy,No
2928,23637,1,1.0,hamilton,British,Singapore,No
2929,23638,817,2.0,ricciardo,Australian,Singapore,No
2930,23639,822,3.0,bottas,Finnish,Singapore,No
2931,23657,830,1.0,max_verstappen,Dutch,Malaysia,No
2932,23658,1,2.0,hamilton,British,Malaysia,No
2933,23659,817,3.0,ricciardo,Australian,Malaysia,No
2934,23677,1,1.0,hamilton,British,Japan,No
2935,23678,830,2.0,max_verstappen,Dutch,Japan,No
2936,23679,817,3.0,ricciardo,Australian,Japan,No
2937,23697,1,1.0,hamilton,British,USA,No
2938,23698,20,2.0,vettel,German,USA,No
2939,23699,8,3.0,raikkonen,Finnish,USA,No
2940,23717,830,1.0,max_verstappen,Dutch,Mexico,No
2941,23718,822,2.0,bottas,Finnish,Mexico,No
2942,23719,8,3.0,raikkonen,Finnish,Mexico,No
2943,23737,20,1.0,vettel,German,Brazil,No
2944,23738,822,2.0,bottas,Finnish,Brazil,No
2945,23739,8,3.0,raikkonen,Finnish,Brazil,No
2946,23757,822,1.0,bottas,Finnish,UAE,No
2947,23758,1,2.0,hamilton,British,UAE,No
2948,23759,20,3.0,vettel,German,UAE,No
2949,23777,20,1.0,vettel,German,Australia,No
2950,23778,1,2.0,hamilton,British,Australia,No
2951,23779,8,3.0,raikkonen,Finnish,Australia,No
2952,23797,20,1.0,vettel,German,Bahrain,No
2953,23798,822,2.0,bottas,Finnish,Bahrain,No
2954,23799,1,3.0,hamilton,British,Bahrain,No
2955,23817,817,1.0,ricciardo,Australian,China,No
2956,23818,822,2.0,bottas,Finnish,China,No
2957,23819,8,3.0,raikkonen,Finnish,China,No
2958,23837,1,1.0,hamilton,British,Azerbaijan,No
2959,23838,8,2.0,raikkonen,Finnish,Azerbaijan,No
2960,23839,815,3.0,perez,Mexican,Azerbaijan,No
2961,23857,1,1.0,hamilton,British,Spain,No
2962,23858,822,2.0,bottas,Finnish,Spain,No
2963,23859,830,3.0,max_verstappen,Dutch,Spain,No
2964,23877,817,1.0,ricciardo,Australian,Monaco,No
2965,23878,20,2.0,vettel,German,Monaco,No
2966,23879,1,3.0,hamilton,British,Monaco,No
2967,23897,20,1.0,vettel,German,Canada,No
2968,23898,822,2.0,bottas,Finnish,Canada,No
2969,23899,830,3.0,max_verstappen,Dutch,Canada,No
2970,23917,1,1.0,hamilton,British,France,No
2971,23918,830,2.0,max_verstappen,Dutch,France,No
2972,23919,8,3.0,raikkonen,Finnish,France,No
2973,23937,830,1.0,max_verstappen,Dutch,Austria,No
2974,23938,8,2.0,raikkonen,Finnish,Austria,No
2975,23939,20,3.0,vettel,German,Austria,No
2976,23957,20,1.0,vettel,German,UK,No
2977,23958,1,2.0,hamilton,British,UK,Yes
2978,23959,8,3.0,raikkonen,Finnish,UK,No
2979,23977,1,1.0,hamilton,British,Germany,No
2980,23978,822,2.0,bottas,Finnish,Germany,No
2981,23979,8,3.0,raikkonen,Finnish,Germany,No
2982,23997,1,1.0,hamilton,British,Hungary,No
2983,23998,20,2.0,vettel,German,Hungary,No
2984,23999,8,3.0,raikkonen,Finnish,Hungary,No
2985,24017,20,1.0,vettel,German,Belgium,No
2986,24018,1,2.0,hamilton,British,Belgium,No
2987,24019,830,3.0,max_verstappen,Dutch,Belgium,No
2988,24037,1,1.0,hamilton,British,Italy,No
2989,24038,8,2.0,raikkonen,Finnish,Italy,No
2990,24039,822,3.0,bottas,Finnish,Italy,No
2991,24057,1,1.0,hamilton,British,Singapore,No
2992,24058,830,2.0,max_verstappen,Dutch,Singapore,No
2993,24059,20,3.0,vettel,German,Singapore,No
2994,24077,1,1.0,hamilton,British,Russia,No
2995,24078,822,2.0,bottas,Finnish,Russia,No
2996,24079,20,3.0,vettel,German,Russia,No
2997,24097,1,1.0,hamilton,British,Japan,No
2998,24098,822,2.0,bottas,Finnish,Japan,No
2999,24099,830,3.0,max_verstappen,Dutch,Japan,No
3000,24117,8,1.0,raikkonen,Finnish,USA,No
3001,24118,830,2.0,max_verstappen,Dutch,USA,No
3002,24119,1,3.0,hamilton,British,USA,No
3003,24137,830,1.0,max_verstappen,Dutch,Mexico,No
3004,24138,20,2.0,vettel,German,Mexico,No
3005,24139,8,3.0,raikkonen,Finnish,Mexico,No
3006,24157,1,1.0,hamilton,British,Brazil,No
3007,24158,830,2.0,max_verstappen,Dutch,Brazil,No
3008,24159,8,3.0,raikkonen,Finnish,Brazil,No
3009,24177,1,1.0,hamilton,British,UAE,No
3010,24178,20,2.0,vettel,German,UAE,No
3011,24179,830,3.0,max_verstappen,Dutch,UAE,No
3012,24197,822,1.0,bottas,Finnish,Australia,No
3013,24198,1,2.0,hamilton,British,Australia,No
3014,24199,830,3.0,max_verstappen,Dutch,Australia,No
3015,24217,1,1.0,hamilton,British,Bahrain,No
3016,24218,822,2.0,bottas,Finnish,Bahrain,No
3017,24219,844,3.0,leclerc,Monegasque,Bahrain,No
3018,24237,1,1.0,hamilton,British,China,No
3019,24238,822,2.0,bottas,Finnish,China,No
3020,24239,20,3.0,vettel,German,China,No
3021,24257,822,1.0,bottas,Finnish,Azerbaijan,No
3022,24258,1,2.0,hamilton,British,Azerbaijan,No
3023,24259,20,3.0,vettel,German,Azerbaijan,No
3024,24277,1,1.0,hamilton,British,Spain,No
3025,24278,822,2.0,bottas,Finnish,Spain,No
3026,24279,830,3.0,max_verstappen,Dutch,Spain,No
3027,24300,1,1.0,hamilton,British,Monaco,No
3028,24301,20,2.0,vettel,German,Monaco,No
3029,24302,822,3.0,bottas,Finnish,Monaco,No
3030,24320,1,1.0,hamilton,British,Canada,No
3031,24321,20,2.0,vettel,German,Canada,No
3032,24322,844,3.0,leclerc,Monegasque,Canada,No
3033,24340,1,1.0,hamilton,British,France,No
3034,24341,822,2.0,bottas,Finnish,France,No
3035,24342,844,3.0,leclerc,Monegasque,France,No
3036,24360,830,1.0,max_verstappen,Dutch,Austria,No
3037,24361,844,2.0,leclerc,Monegasque,Austria,No
3038,24362,822,3.0,bottas,Finnish,Austria,No
3039,24380,1,1.0,hamilton,British,UK,Yes
3040,24381,822,2.0,bottas,Finnish,UK,No
3041,24382,844,3.0,leclerc,Monegasque,UK,No
3042,24400,830,1.0,max_verstappen,Dutch,Germany,No
3043,24401,20,2.0,vettel,German,Germany,Yes
3044,24402,826,3.0,kvyat,Russian,Germany,No
3045,24420,1,1.0,hamilton,British,Hungary,No
3046,24421,830,2.0,max_verstappen,Dutch,Hungary,No
3047,24422,20,3.0,vettel,German,Hungary,No
3048,24440,844,1.0,leclerc,Monegasque,Belgium,No
3049,24441,1,2.0,hamilton,British,Belgium,No
3050,24442,822,3.0,bottas,Finnish,Belgium,No
3051,24460,844,1.0,leclerc,Monegasque,Italy,No
3052,24461,822,2.0,bottas,Finnish,Italy,No
3053,24462,1,3.0,hamilton,British,Italy,No
3054,24480,20,1.0,vettel,German,Singapore,No
3055,24481,844,2.0,leclerc,Monegasque,Singapore,No
3056,24482,830,3.0,max_verstappen,Dutch,Singapore,No
3057,24500,1,1.0,hamilton,British,Russia,No
3058,24501,822,2.0,bottas,Finnish,Russia,No
3059,24502,844,3.0,leclerc,Monegasque,Russia,No
3060,24520,822,1.0,bottas,Finnish,Japan,No
3061,24521,20,2.0,vettel,German,Japan,No
3062,24522,1,3.0,hamilton,British,Japan,No
3063,24540,1,1.0,hamilton,British,Mexico,No
3064,24541,20,2.0,vettel,German,Mexico,No
3065,24542,822,3.0,bottas,Finnish,Mexico,No
3066,24560,822,1.0,bottas,Finnish,Austria,No
3067,24561,822,1.0,bottas,Finnish,USA,No
3068,24562,1,2.0,hamilton,British,USA,No
3069,24563,830,3.0,max_verstappen,Dutch,USA,No
3070,24581,830,1.0,max_verstappen,Dutch,Brazil,No
3071,24582,842,2.0,gasly,French,Brazil,No
3072,24583,832,3.0,sainz,Spanish,Brazil,No
3073,24601,1,1.0,hamilton,British,UAE,No
3074,24602,830,2.0,max_verstappen,Dutch,UAE,No
3075,24603,844,3.0,leclerc,Monegasque,UAE,No
3076,24621,844,2.0,leclerc,Monegasque,Austria,No
3077,24622,846,3.0,norris,British,Austria,No
3078,24640,1,1.0,hamilton,British,Austria,No
3079,24641,822,2.0,bottas,Finnish,Austria,No
3080,24642,830,3.0,max_verstappen,Dutch,Austria,No
3081,24660,1,1.0,hamilton,British,Hungary,No
3082,24661,830,2.0,max_verstappen,Dutch,Hungary,No
3083,24662,822,3.0,bottas,Finnish,Hungary,No
3084,24680,1,1.0,hamilton,British,UK,Yes
3085,24681,830,2.0,max_verstappen,Dutch,UK,No
3086,24682,844,3.0,leclerc,Monegasque,UK,No
3087,24700,830,1.0,max_verstappen,Dutch,UK,No
3088,24701,1,2.0,hamilton,British,UK,Yes
3089,24702,822,3.0,bottas,Finnish,UK,No
3090,24720,1,1.0,hamilton,British,Spain,No
3091,24721,830,2.0,max_verstappen,Dutch,Spain,No
3092,24722,822,3.0,bottas,Finnish,Spain,No
3093,24740,1,1.0,hamilton,British,Belgium,No
3094,24741,822,2.0,bottas,Finnish,Belgium,No
3095,24742,830,3.0,max_verstappen,Dutch,Belgium,No
3096,24760,842,1.0,gasly,French,Italy,No
3097,24761,832,2.0,sainz,Spanish,Italy,No
3098,24762,840,3.0,stroll,Canadian,Italy,No
3099,24780,1,1.0,hamilton,British,Italy,No
3100,24781,822,2.0,bottas,Finnish,Italy,No
3101,24782,848,3.0,albon,Thai,Italy,No
3102,24800,822,1.0,bottas,Finnish,Russia,No
3103,24801,830,2.0,max_verstappen,Dutch,Russia,No
3104,24802,1,3.0,hamilton,British,Russia,No
3105,24820,1,1.0,hamilton,British,Germany,No
3106,24821,830,2.0,max_verstappen,Dutch,Germany,No
3107,24822,817,3.0,ricciardo,Australian,Germany,No
3108,24840,1,1.0,hamilton,British,Portugal,No
3109,24841,822,2.0,bottas,Finnish,Portugal,No
3110,24842,830,3.0,max_verstappen,Dutch,Portugal,No
3111,24860,1,1.0,hamilton,British,Italy,No
3112,24861,822,2.0,bottas,Finnish,Italy,No
3113,24862,817,3.0,ricciardo,Australian,Italy,No
3114,24880,1,1.0,hamilton,British,Turkey,No
3115,24881,815,2.0,perez,Mexican,Turkey,No
3116,24882,20,3.0,vettel,German,Turkey,No
3117,24900,1,1.0,hamilton,British,Bahrain,No
3118,24901,830,2.0,max_verstappen,Dutch,Bahrain,No
3119,24902,848,3.0,albon,Thai,Bahrain,No
3120,24920,815,1.0,perez,Mexican,Bahrain,No
3121,24921,839,2.0,ocon,French,Bahrain,No
3122,24922,840,3.0,stroll,Canadian,Bahrain,No
3123,24940,830,1.0,max_verstappen,Dutch,UAE,No
3124,24941,822,2.0,bottas,Finnish,UAE,No
3125,24942,1,3.0,hamilton,British,UAE,No
3126,24960,1,1.0,hamilton,British,Bahrain,No
3127,24961,830,2.0,max_verstappen,Dutch,Bahrain,No
3128,24962,822,3.0,bottas,Finnish,Bahrain,No
3129,24980,830,1.0,max_verstappen,Dutch,Italy,No
3130,24981,1,2.0,hamilton,British,Italy,No
3131,24982,846,3.0,norris,British,Italy,No
3132,25000,1,1.0,hamilton,British,Portugal,No
3133,25001,830,2.0,max_verstappen,Dutch,Portugal,No
3134,25002,822,3.0,bottas,Finnish,Portugal,No
3135,25020,1,1.0,hamilton,British,Spain,No
3136,25021,830,2.0,max_verstappen,Dutch,Spain,No
3137,25022,822,3.0,bottas,Finnish,Spain,No
