,resultId,SVM_Outcome,SVM_Bin
144,24350,14,4
157,24363,15,4
146,24352,16,4
151,24357,17,4
152,24358,18,4
156,24362,19,4
159,24365,20,4
164,24370,1,1
162,24368,2,1
169,24375,3,1
168,24374,4,2
177,24383,5,2
161,24367,6,2
160,24366,7,3
165,24371,8,3
178,24384,9,3
166,24372,10,3
171,24377,11,4
174,24380,12,4
167,24373,13,4
176,24382,14,4
172,24378,15,4
175,24381,16,4
170,24376,17,4
173,24379,18,4
163,24369,19,4
179,24385,20,4
180,24386,1,1
181,24387,2,1
187,24393,3,1
182,24388,4,2
184,24390,5,2
183,24389,6,2
186,24392,7,3
190,24396,8,3
191,24397,9,3
195,24401,10,3
189,24395,11,4
185,24391,12,4
188,24394,13,4
197,24403,14,4
193,24399,15,4
194,24400,16,4
198,24404,17,4
192,24398,18,4
199,24405,19,4
196,24402,20,4
208,24414,1,1
211,24417,2,1
200,24406,3,1
213,24419,4,2
204,24410,5,2
215,24421,6,2
216,24422,7,3
206,24412,8,3
218,24424,9,3
214,24420,10,3
202,24408,11,4
205,24411,12,4
210,24416,13,4
217,24423,14,4
212,24418,15,4
201,24407,16,4
209,24415,17,4
219,24425,18,4
207,24413,19,4
203,24409,20,4
220,24426,1,1
227,24433,2,1
221,24427,3,1
222,24428,4,2
223,24429,5,2
225,24431,6,2
228,24434,7,3
224,24430,8,3
238,24444,9,3
233,24439,10,3
235,24441,11,4
229,24435,12,4
231,24437,13,4
234,24440,14,4
226,24432,15,4
237,24443,16,4
239,24445,17,4
232,24438,18,4
236,24442,19,4
230,24436,20,4
241,24447,1,1
255,24461,2,1
240,24446,3,1
256,24462,4,2
243,24449,5,2
259,24465,6,2
253,24459,7,3
250,24456,8,3
247,24453,9,3
248,24454,10,3
254,24460,11,4
258,24464,12,4
244,24450,13,4
246,24452,14,4
242,24448,15,4
257,24463,16,4
252,24458,17,4
245,24451,18,4
251,24457,19,4
249,24455,20,4
262,24468,1,1
274,24480,2,1
260,24466,3,1
263,24469,4,2
264,24470,5,2
279,24485,6,2
265,24471,7,3
272,24478,8,3
278,24484,9,3
273,24479,10,3
269,24475,11,4
270,24476,12,4
267,24473,13,4
268,24474,14,4
261,24467,15,4
276,24482,16,4
275,24481,17,4
271,24477,18,4
266,24472,19,4
277,24483,20,4
283,24489,1,1
281,24487,2,1
280,24486,3,1
282,24488,4,2
285,24491,5,2
291,24497,6,2
288,24494,7,3
286,24492,8,3
287,24493,9,3
294,24500,10,3
299,24505,11,4
293,24499,12,4
295,24501,13,4
289,24495,14,4
284,24490,15,4
297,24503,16,4
296,24502,17,4
292,24498,18,4
298,24504,19,4
290,24496,20,4
300,24506,1,1
301,24507,2,1
304,24510,3,1
302,24508,4,2
317,24523,5,2
305,24511,6,2
309,24515,7,3
307,24513,8,3
303,24509,9,3
318,24524,10,3
314,24520,11,4
319,24525,12,4
316,24522,13,4
313,24519,14,4
311,24517,15,4
306,24512,16,4
315,24521,17,4
308,24514,18,4
312,24518,19,4
310,24516,20,4
320,24526,1,1
322,24528,2,1
336,24542,3,1
321,24527,4,2
325,24531,5,2
337,24543,6,2
323,24529,7,3
324,24530,8,3
330,24536,9,3
326,24532,10,3
333,24539,11,4
335,24541,12,4
329,24535,13,4
338,24544,14,4
339,24545,15,4
331,24537,16,4
328,24534,17,4
332,24538,18,4
327,24533,19,4
334,24540,20,4
340,24546,1,1
341,24547,2,1
343,24549,3,1
345,24551,4,2
344,24550,5,2
352,24558,6,2
359,24565,7,3
350,24556,8,3
348,24554,9,3
349,24555,10,3
347,24553,11,4
355,24561,12,4
357,24563,13,4
342,24548,14,4
358,24564,15,4
353,24559,16,4
346,24552,17,4
354,24560,18,4
351,24557,19,4
356,24562,20,4
360,24566,1,1
379,24585,2,1
362,24568,3,1
369,24575,4,2
363,24569,5,2
361,24567,6,2
364,24570,7,3
367,24573,8,3
366,24572,9,3
365,24571,10,3
375,24581,11,4
368,24574,12,4
371,24577,13,4
376,24582,14,4
373,24579,15,4
378,24584,16,4
377,24583,17,4
372,24578,18,4
370,24576,19,4
374,24580,20,4
386,24592,1,1
399,24605,2,1
380,24586,3,1
396,24602,4,2
393,24599,5,2
392,24598,6,2
381,24587,7,3
390,24596,8,3
387,24593,9,3
384,24590,10,3
385,24591,11,4
383,24589,12,4
397,24603,13,4
382,24588,14,4
394,24600,15,4
391,24597,16,4
389,24595,17,4
395,24601,18,4
388,24594,19,4
398,24604,20,4
400,24606,1,1
401,24607,2,1
402,24608,3,1
405,24611,4,2
407,24613,5,2
410,24616,6,2
404,24610,7,3
406,24612,8,3
409,24615,9,3
411,24617,10,3
417,24623,11,4
408,24614,12,4
416,24622,13,4
419,24625,14,4
415,24621,15,4
418,24624,16,4
413,24619,17,4
403,24609,18,4
412,24618,19,4
414,24620,20,4
