,resultId,RNF_Outcome,RNF_Bin
253,24459,17,4
254,24460,18,4
257,24463,19,4
258,24464,20,4
260,24466,1,1
262,24468,2,1
274,24480,3,1
261,24467,4,2
263,24469,5,2
264,24470,6,2
265,24471,7,3
266,24472,8,3
267,24473,9,3
268,24474,10,3
269,24475,11,4
270,24476,12,4
271,24477,13,4
272,24478,14,4
273,24479,15,4
275,24481,16,4
276,24482,17,4
277,24483,18,4
278,24484,19,4
279,24485,20,4
283,24489,1,1
281,24487,2,1
285,24491,3,1
280,24486,4,2
282,24488,5,2
284,24490,6,2
286,24492,7,3
287,24493,8,3
288,24494,9,3
289,24495,10,3
290,24496,11,4
291,24497,12,4
292,24498,13,4
293,24499,14,4
294,24500,15,4
295,24501,16,4
296,24502,17,4
297,24503,18,4
298,24504,19,4
299,24505,20,4
300,24506,1,1
302,24508,2,1
304,24510,3,1
303,24509,4,2
301,24507,5,2
305,24511,6,2
306,24512,7,3
307,24513,8,3
308,24514,9,3
309,24515,10,3
310,24516,11,4
311,24517,12,4
312,24518,13,4
313,24519,14,4
314,24520,15,4
315,24521,16,4
316,24522,17,4
317,24523,18,4
318,24524,19,4
319,24525,20,4
321,24527,1,1
336,24542,2,1
322,24528,3,1
323,24529,4,2
325,24531,5,2
320,24526,6,2
324,24530,7,3
326,24532,8,3
327,24533,9,3
328,24534,10,3
329,24535,11,4
330,24536,12,4
331,24537,13,4
332,24538,14,4
333,24539,15,4
334,24540,16,4
335,24541,17,4
337,24543,18,4
338,24544,19,4
339,24545,20,4
343,24549,1,1
341,24547,2,1
340,24546,3,1
342,24548,4,2
344,24550,5,2
345,24551,6,2
346,24552,7,3
347,24553,8,3
348,24554,9,3
349,24555,10,3
350,24556,11,4
351,24557,12,4
352,24558,13,4
353,24559,14,4
354,24560,15,4
355,24561,16,4
356,24562,17,4
357,24563,18,4
358,24564,19,4
359,24565,20,4
361,24567,1,1
362,24568,2,1
363,24569,3,1
379,24585,4,2
360,24566,5,2
364,24570,6,2
365,24571,7,3
366,24572,8,3
367,24573,9,3
368,24574,10,3
369,24575,11,4
370,24576,12,4
371,24577,13,4
372,24578,14,4
373,24579,15,4
374,24580,16,4
375,24581,17,4
376,24582,18,4
377,24583,19,4
378,24584,20,4
380,24586,1,1
396,24602,2,1
386,24592,3,1
388,24594,4,2
399,24605,5,2
381,24587,6,2
382,24588,7,3
383,24589,8,3
384,24590,9,3
385,24591,10,3
387,24593,11,4
389,24595,12,4
390,24596,13,4
391,24597,14,4
392,24598,15,4
393,24599,16,4
394,24600,17,4
395,24601,18,4
397,24603,19,4
398,24604,20,4
400,24606,1,1
401,24607,2,1
402,24608,3,1
403,24609,4,2
406,24612,5,2
404,24610,6,2
405,24611,7,3
407,24613,8,3
408,24614,9,3
409,24615,10,3
410,24616,11,4
411,24617,12,4
412,24618,13,4
413,24619,14,4
414,24620,15,4
415,24621,16,4
416,24622,17,4
417,24623,18,4
418,24624,19,4
419,24625,20,4
